monthly_bill_amount,contract_length_months,service_calls_last_3_months,service_issues_last_3_months,total_services_subscribed,months_as_customer,avg_monthly_usage_gb,churn_status
81.78,1,1,2,1,70,474.5,Yes
50.6,1,1,0,4,8,348.7,Yes
93.35,24,0,3,4,17,350.0,No
93.78,12,1,0,3,115,123.2,No
30.81,6,2,3,5,96,378.2,No
102.27,24,0,2,4,119,166.2,No
32.61,24,4,1,4,110,134.8,No
23.63,12,2,3,2,105,15.2,No
131.17,12,4,1,3,78,196.5,No
52.3,12,1,1,5,96,225.2,No
80.46,12,2,2,2,99,443.9,No
141.93,6,0,0,1,4,436.4,No
101.3,12,3,2,5,73,397.5,No
68.44,1,4,1,4,12,215.3,No
130.74,24,1,0,5,74,123.8,No
47.89,12,2,2,3,14,114.2,Yes
83.47,24,1,1,2,112,247.6,Yes
93.55,12,2,0,4,72,370.4,No
96.16,12,1,0,5,97,262.9,Yes
22.28,6,1,2,1,5,435.8,No
69.01,6,1,2,1,106,456.9,No
86.94,12,1,2,1,52,34.8,No
79.52,12,3,1,2,60,468.9,No
126.85,12,3,1,1,28,400.0,No
113.98,24,2,1,5,87,48.8,Yes
141.18,6,1,2,3,107,285.2,No
49.09,6,1,1,3,90,478.0,No
40.31,6,1,0,2,102,326.1,Yes
46.42,6,2,0,4,67,485.1,Yes
105.33,6,3,1,3,103,363.5,No
52.72,24,2,0,4,24,375.3,No
106.39,6,1,3,2,39,464.4,Yes
108.84,24,0,0,5,80,415.9,Yes
30.57,12,6,0,2,110,266.5,No
116.2,6,2,1,2,2,398.4,No
60.82,1,1,0,1,1,78.9,No
48.75,6,0,3,1,83,362.4,Yes
53.65,6,2,1,4,78,184.7,No
136.52,6,1,1,1,58,177.4,Yes
98.66,12,2,0,3,97,3.2,No
104.46,12,2,0,1,66,271.2,No
48.23,1,0,2,4,45,44.5,No
66.8,12,2,2,2,50,115.2,No
125.36,12,0,0,2,69,442.1,Yes
64.22,1,2,0,2,8,350.1,Yes
125.64,6,0,1,4,53,203.6,No
46.0,12,1,2,5,49,107.6,Yes
115.21,12,2,1,5,100,356.4,No
35.19,1,1,2,5,108,294.8,No
126.91,12,4,0,1,60,228.4,Yes
107.45,6,4,1,4,79,80.9,Yes
144.45,24,1,0,5,113,475.9,No
23.84,6,3,4,2,92,188.1,No
37.14,24,2,0,2,36,389.0,No
23.55,6,2,2,2,101,473.6,No
22.18,12,1,0,5,11,206.9,No
129.99,12,0,0,5,11,158.9,No
102.09,12,3,2,3,83,112.7,Yes
103.69,6,1,0,3,32,320.5,Yes
68.9,24,1,3,5,86,418.6,No
26.93,12,3,1,3,26,470.2,No
76.05,6,1,0,5,31,107.5,No
40.46,12,0,1,4,80,293.1,Yes
141.5,12,3,0,4,66,292.8,No
134.21,1,1,0,4,17,400.7,No
59.12,6,1,1,1,108,39.8,Yes
22.25,12,1,1,4,34,386.2,No
22.72,6,0,1,2,57,463.6,No
88.75,6,2,2,4,98,89.9,No
127.01,6,2,0,3,110,43.7,No
64.5,12,1,0,5,98,326.2,No
105.47,6,4,0,4,3,168.8,No
131.54,6,1,0,1,76,423.0,No
102.71,12,0,1,4,57,430.8,Yes
20.8,24,0,0,5,56,51.4,No
91.65,12,2,0,4,35,187.7,Yes
42.73,12,3,2,2,29,470.4,Yes
124.01,24,0,1,2,63,168.2,No
73.61,1,2,1,4,27,228.3,No
77.1,12,1,0,1,119,313.0,No
59.51,12,4,0,4,52,4.8,Yes
49.84,1,1,1,3,101,242.0,No
40.79,6,0,2,3,10,331.0,No
73.0,1,2,1,2,83,443.1,No
89.89,6,1,0,3,92,207.2,No
137.12,1,1,0,1,36,227.0,No
72.25,12,1,1,1,44,359.5,No
61.83,24,2,0,3,58,425.6,No
126.36,24,1,1,3,83,258.6,Yes
110.5,24,1,0,5,49,268.7,Yes
34.92,1,1,2,2,75,122.2,No
111.95,6,0,0,1,106,349.4,No
143.66,6,1,1,1,118,90.1,No
84.64,6,1,0,2,101,126.4,No
83.78,24,1,0,1,47,63.0,No
114.06,1,1,2,5,35,167.9,Yes
45.98,12,1,1,3,47,353.8,No
67.71,6,2,1,1,75,187.0,No
61.2,1,1,1,2,15,101.6,Yes
149.46,6,1,1,1,13,121.2,No
41.01,6,0,1,4,68,392.2,No
42.61,6,2,2,5,100,367.3,Yes
79.92,24,2,3,3,30,399.5,No
55.66,6,0,0,4,15,407.9,No
133.19,12,0,0,3,4,281.5,No
76.74,1,2,1,3,21,49.6,No
109.04,1,2,0,2,12,339.0,No
126.37,12,1,1,3,60,93.7,Yes
55.37,12,4,0,1,28,52.7,No
115.26,12,3,1,2,16,94.6,No
71.88,24,5,1,2,49,83.0,Yes
53.09,6,0,3,1,116,238.8,Yes
135.71,6,1,2,4,82,344.7,No
93.45,12,3,1,2,103,392.8,Yes
84.52,1,0,0,2,49,6.7,Yes
43.48,12,1,4,4,15,186.4,No
137.21,12,4,4,2,64,320.0,No
102.92,6,2,1,2,73,218.8,No
143.19,12,0,2,5,20,237.6,No
25.76,24,2,1,1,49,207.2,No
35.16,6,3,0,4,16,267.4,No
134.06,6,1,0,1,35,467.2,No
78.73,1,4,0,1,41,360.7,No
80.71,24,3,0,4,102,116.6,Yes
49.03,1,2,2,2,27,93.4,Yes
83.5,1,1,2,1,78,344.3,No
77.01,12,1,0,5,28,479.4,No
113.71,24,0,0,1,25,466.0,No
102.61,1,0,1,3,65,91.3,No
123.87,6,0,3,5,107,138.6,No
121.8,24,2,1,3,62,79.3,Yes
74.8,12,3,2,5,46,244.5,No
59.19,1,0,1,4,3,468.1,No
62.48,6,3,3,3,53,227.5,No
148.69,12,1,4,4,89,24.3,No
73.2,6,1,0,3,48,145.6,No
118.21,12,1,0,1,1,497.7,Yes
30.76,12,0,0,4,49,201.1,Yes
75.84,1,1,1,4,108,255.0,No
62.75,24,0,3,3,63,183.7,Yes
40.83,1,2,0,5,84,255.4,No
23.1,1,2,2,2,67,68.3,No
52.75,24,2,0,3,11,268.5,No
123.13,1,1,0,2,95,364.3,No
58.67,12,2,2,5,36,365.8,No
133.49,6,0,1,2,115,55.4,No
95.25,12,4,1,2,111,299.2,No
124.62,24,0,0,4,117,448.9,Yes
149.92,24,5,2,3,35,296.7,No
103.27,12,1,3,5,115,465.8,No
64.31,12,1,1,1,9,339.9,No
60.3,24,1,2,5,64,74.8,No
146.45,1,1,0,5,114,227.9,No
112.89,12,2,0,1,3,483.0,Yes
85.33,24,0,0,2,109,187.3,No
47.83,6,2,1,1,117,105.6,No
83.69,6,0,2,3,114,336.0,No
119.08,12,1,2,5,56,288.6,No
146.71,12,2,0,4,67,489.8,Yes
107.47,12,0,1,1,57,157.5,No
23.2,1,0,1,4,115,220.0,No
80.47,6,3,2,1,35,160.6,No
127.6,12,4,1,2,59,152.9,No
86.37,24,0,0,3,20,332.0,Yes
64.73,24,1,2,1,86,65.0,No
131.94,12,1,0,2,22,207.9,No
95.09,12,3,2,2,108,110.5,No
85.57,6,3,1,4,68,289.3,No
83.22,12,4,2,1,38,486.8,Yes
108.59,6,3,1,4,25,337.6,No
79.19,12,1,1,2,39,442.1,No
93.73,1,0,2,5,38,382.6,No
57.51,1,0,0,5,4,220.0,No
42.34,6,1,0,4,21,481.6,Yes
126.61,6,2,1,1,36,453.7,No
61.5,12,2,0,2,37,459.5,No
36.34,6,0,3,4,52,459.0,No
43.95,12,0,2,3,3,92.2,No
73.65,12,0,0,1,41,352.0,Yes
57.11,6,2,1,2,62,452.4,No
110.36,12,2,2,3,76,342.1,No
65.49,6,1,2,1,58,24.2,No
96.16,6,0,4,4,87,240.2,No
41.72,12,3,0,5,2,251.0,Yes
37.76,6,3,1,3,89,427.6,Yes
137.82,1,0,1,1,28,371.5,Yes
132.4,12,3,2,4,42,394.0,No
136.71,6,1,1,1,58,490.4,No
84.15,6,4,2,4,103,219.8,No
29.16,6,2,2,3,61,489.7,No
60.32,6,1,0,3,22,163.3,No
134.58,24,3,0,5,51,75.9,No
74.93,1,2,0,3,96,274.5,Yes
62.49,12,1,1,5,23,411.6,No
58.41,1,5,2,2,97,268.5,No
91.43,1,3,0,5,36,391.5,No
78.8,12,2,0,1,115,414.1,No
68.74,24,2,1,3,82,267.8,Yes
75.0,1,3,1,2,11,487.3,No
54.67,6,0,1,5,14,9.5,No
44.94,1,1,0,3,40,33.9,Yes
46.24,1,1,0,2,40,399.9,Yes
24.98,12,1,2,1,22,196.3,Yes
142.93,24,1,1,3,42,306.5,No
144.35,1,0,0,2,60,301.0,No
33.38,12,1,0,1,26,140.1,No
29.6,1,0,1,1,54,417.7,No
74.11,6,2,2,4,43,245.0,Yes
119.31,6,0,0,4,50,273.2,No
127.38,1,3,1,2,26,438.8,No
22.78,6,2,1,3,4,349.6,No
56.83,12,3,0,1,59,284.9,No
89.59,1,3,0,2,110,74.9,No
37.56,6,0,1,3,37,229.8,No
146.1,12,2,0,1,89,410.6,No
52.67,24,2,0,3,101,233.1,No
89.08,6,1,2,5,110,14.8,No
34.25,12,2,3,1,24,185.4,Yes
64.06,1,2,1,4,108,432.2,Yes
36.0,6,1,0,5,80,276.7,Yes
138.54,12,2,1,5,100,170.9,No
143.48,12,2,0,1,95,402.9,Yes
90.37,24,1,1,1,45,255.2,No
65.48,1,1,1,2,57,318.5,No
62.05,12,2,1,2,70,463.9,No
140.08,1,2,1,1,18,207.0,No
100.51,24,2,0,5,53,150.5,Yes
73.25,1,2,2,3,17,148.2,Yes
120.3,6,0,1,5,22,38.2,Yes
89.59,12,2,1,5,44,321.6,Yes
48.34,12,5,0,1,23,485.0,No
51.0,6,3,1,2,88,14.9,No
55.78,24,1,1,5,51,132.9,Yes
22.08,12,1,0,4,13,121.8,No
53.26,24,3,1,3,76,438.3,No
99.47,12,2,1,2,33,182.5,No
117.94,6,0,2,1,3,290.8,Yes
34.75,24,2,1,1,19,87.0,No
146.39,12,0,3,3,24,346.2,No
83.54,6,2,1,2,34,63.6,No
28.09,6,3,1,3,55,292.9,Yes
142.2,12,1,1,4,1,327.8,Yes
55.32,1,1,1,2,90,186.6,No
60.26,1,1,1,2,6,246.8,No
79.71,6,0,0,3,24,327.6,Yes
62.17,6,0,1,2,99,180.9,Yes
43.1,24,0,0,3,31,419.1,No
36.53,6,2,0,4,11,322.0,No
86.26,12,3,0,4,102,348.0,Yes
29.17,6,4,1,1,111,58.0,No
112.28,1,1,2,1,60,122.3,Yes
64.45,24,2,0,1,109,408.2,No
149.04,6,3,0,3,76,303.3,Yes
28.17,12,4,1,4,104,151.7,Yes
26.31,6,3,0,2,1,234.7,No
52.74,12,2,1,1,113,253.3,No
65.71,12,3,0,4,114,68.1,No
125.72,12,1,2,4,80,8.0,No
127.86,1,2,0,1,117,59.7,No
114.07,12,2,0,3,75,236.8,No
127.34,12,3,4,4,33,486.6,No
114.68,6,1,1,1,27,93.2,No
133.49,6,1,2,4,77,431.3,No
80.39,24,1,3,2,79,137.9,No
55.94,1,0,3,2,113,205.8,Yes
101.83,12,2,0,5,65,76.8,No
67.39,6,1,2,3,60,452.1,No
28.79,6,1,0,1,4,309.4,No
131.26,6,2,0,4,34,204.3,No
128.43,24,4,1,1,30,213.9,No
84.52,1,3,1,1,103,47.2,No
80.58,1,2,1,1,12,489.4,No
35.45,12,1,1,1,86,294.2,Yes
36.37,1,6,1,3,4,458.6,No
123.71,12,0,1,4,116,446.2,Yes
131.02,12,1,3,1,12,425.4,No
20.74,12,2,0,3,34,178.8,No
121.91,1,1,1,2,99,148.8,No
89.68,6,2,0,4,93,232.0,No
76.86,6,1,0,4,55,127.7,No
81.81,1,2,0,5,87,299.6,No
112.7,1,3,2,2,110,185.2,No
20.31,6,1,1,3,15,197.0,No
28.15,1,2,0,2,35,7.9,Yes
129.37,1,1,1,3,40,223.0,No
149.69,12,1,0,2,45,20.8,No
51.41,6,1,2,2,88,240.4,Yes
72.02,6,0,1,4,32,384.9,No
111.25,6,0,0,2,105,357.1,No
106.42,6,2,1,5,15,277.8,No
121.89,6,1,1,5,119,86.6,Yes
138.84,6,1,1,5,47,196.5,No
54.33,6,2,1,5,16,249.7,Yes
88.52,6,1,0,4,101,457.2,No
38.26,1,1,3,4,107,433.1,Yes
146.14,12,5,2,1,43,179.0,No
118.46,24,1,0,2,4,420.6,Yes
44.36,24,0,0,5,19,490.0,No
116.18,6,0,2,3,7,386.4,No
123.85,24,3,1,4,26,416.5,No
37.74,6,4,2,2,10,273.3,Yes
84.9,6,0,1,4,100,184.9,No
126.96,1,1,3,5,68,222.6,Yes
65.13,1,1,1,3,4,1.4,No
26.56,12,0,0,3,93,13.3,No
64.73,12,0,2,2,59,119.1,No
121.66,12,1,3,4,85,85.9,No
33.05,12,2,2,2,9,424.5,No
60.33,24,1,2,2,114,42.2,Yes
130.97,6,0,1,4,21,375.0,Yes
41.05,12,4,2,5,12,276.9,Yes
70.52,1,3,1,3,63,325.0,No
92.04,12,3,1,3,43,371.9,No
43.13,24,0,1,3,96,160.0,No
111.09,1,2,0,2,22,384.0,No
121.57,24,1,1,5,24,395.8,No
102.5,1,2,2,1,80,351.8,No
132.03,12,1,2,4,3,498.8,No
36.99,1,0,0,1,36,462.5,No
20.43,24,0,1,2,33,390.6,No
54.7,1,2,1,4,18,110.0,No
129.2,24,1,0,5,36,481.7,No
36.51,6,1,2,1,87,465.8,No
119.3,1,1,0,2,80,29.2,No
140.81,6,1,3,1,116,123.9,No
92.9,12,2,0,3,46,164.7,No
134.8,1,1,2,1,78,263.5,No
52.25,24,1,2,2,62,160.6,No
113.97,6,1,2,2,62,297.0,No
121.42,6,3,1,1,51,336.0,No
83.37,6,4,1,1,80,75.9,Yes
98.36,1,2,1,4,84,37.7,No
31.56,24,2,0,3,114,141.5,No
55.92,24,1,0,1,92,157.3,No
29.98,6,2,2,4,76,409.6,Yes
51.13,1,1,2,1,8,240.1,No
136.03,24,3,1,4,30,65.7,Yes
24.01,24,0,3,2,8,274.8,Yes
84.59,12,0,0,4,99,367.2,No
87.95,24,4,1,5,30,68.9,No
57.15,12,0,1,5,78,381.8,Yes
121.61,12,1,0,5,114,16.0,No
96.64,1,1,0,2,46,216.3,Yes
45.38,24,1,1,1,37,197.6,No
81.25,24,2,0,4,7,194.7,Yes
23.04,12,2,0,4,96,117.2,No
22.33,1,2,1,3,68,69.8,No
115.54,6,1,1,3,17,118.3,No
42.39,24,0,1,3,33,214.3,No
145.9,24,2,0,1,88,13.7,No
66.57,24,0,0,5,5,245.5,Yes
110.83,12,1,2,3,82,320.8,No
80.12,1,1,2,4,104,264.2,Yes
73.23,6,0,1,4,86,249.9,No
106.83,12,1,1,2,29,371.9,No
101.39,24,2,0,4,102,349.0,No
133.99,24,2,1,2,72,22.6,Yes
30.97,6,1,1,3,4,415.6,Yes
85.85,12,2,0,2,97,415.7,No
99.0,1,2,2,4,103,321.5,No
104.48,12,1,1,1,35,348.6,No
101.31,12,3,3,2,6,16.0,No
67.82,6,0,1,4,99,55.7,No
24.04,1,3,0,3,110,462.5,Yes
112.75,1,0,2,5,39,348.9,No
25.7,6,0,2,4,76,434.6,No
81.19,12,1,1,3,40,429.8,Yes
113.49,1,3,1,2,22,283.2,No
55.56,6,3,0,2,42,478.8,No
23.61,12,0,0,1,111,198.2,No
32.05,12,2,0,4,44,165.8,No
38.08,12,4,2,2,111,15.4,No
106.46,6,2,0,5,51,347.6,No
104.96,24,2,2,4,80,365.4,No
147.19,6,2,2,1,18,139.8,Yes
62.1,24,1,0,5,51,63.8,No
37.08,12,0,2,3,73,341.7,No
42.43,6,0,0,3,65,354.6,No
24.18,6,4,0,4,92,223.4,No
127.1,12,2,1,1,76,376.8,Yes
29.9,6,0,1,5,69,435.2,No
136.18,6,6,2,3,43,121.6,No
26.3,12,2,1,2,54,488.9,No
125.73,12,1,2,1,58,266.3,No
45.45,6,5,1,5,86,291.4,Yes
23.0,1,2,1,5,63,119.1,No
111.2,1,2,1,3,16,145.9,Yes
20.34,12,1,2,2,83,104.1,No
58.7,24,2,2,5,40,89.6,No
27.42,6,1,0,1,55,378.2,No
35.78,12,1,1,1,13,444.6,Yes
36.3,6,1,3,1,95,96.3,No
114.01,1,2,2,5,4,277.7,No
146.38,1,1,1,4,79,440.1,No
51.8,1,1,1,3,10,41.7,No
71.86,6,2,0,2,52,478.5,No
68.67,12,3,0,1,16,19.2,Yes
53.38,1,1,2,3,107,287.0,No
112.65,6,4,0,3,115,63.9,Yes
55.27,1,2,0,5,2,384.5,No
86.87,1,1,0,4,118,298.6,No
36.87,12,2,0,5,36,494.1,Yes
130.24,6,2,0,2,92,312.0,No
109.36,6,2,0,2,47,41.5,No
90.04,6,0,0,4,57,372.6,Yes
99.83,1,1,0,4,46,272.3,No
49.17,12,2,0,3,70,122.1,No
129.73,12,0,1,5,56,493.8,No
35.91,12,2,2,2,87,204.3,No
134.55,6,3,0,2,119,417.0,No
99.71,1,0,0,5,75,134.7,No
142.25,12,2,1,4,80,435.8,No
57.46,1,1,1,5,29,1.7,No
141.6,6,0,2,3,25,165.0,Yes
102.98,12,1,0,2,66,420.3,Yes
21.3,1,3,0,4,97,68.5,No
33.38,12,4,0,1,68,29.5,No
97.07,1,2,3,4,96,24.5,Yes
32.36,12,2,0,1,87,202.5,No
117.22,24,6,1,2,37,31.0,Yes
107.36,6,2,3,2,56,182.4,No
44.35,1,1,0,2,77,70.9,No
102.8,1,0,1,1,46,16.1,Yes
93.67,24,1,1,2,69,458.4,No
52.02,6,1,2,1,39,262.0,Yes
111.98,24,1,0,1,17,107.7,Yes
52.67,6,0,0,1,109,393.1,No
132.41,6,2,1,4,58,172.5,No
71.51,6,0,0,4,87,141.0,Yes
84.39,12,0,2,4,109,21.4,Yes
105.97,12,2,2,2,116,292.2,Yes
134.79,12,0,0,2,16,284.2,No
79.3,12,0,2,4,99,11.2,Yes
105.14,1,0,0,1,2,370.2,No
97.59,12,4,0,5,9,199.0,No
29.38,6,3,0,4,111,89.7,No
102.28,12,3,2,4,78,221.3,No
26.03,1,1,0,1,55,453.8,No
85.73,6,2,2,1,17,165.8,Yes
33.85,1,3,2,4,35,194.0,No
99.13,24,3,0,3,95,88.6,Yes
113.73,6,3,2,3,19,387.3,No
122.15,1,1,1,2,92,10.4,No
96.7,6,0,0,1,69,429.2,Yes
148.61,6,3,0,5,77,480.2,No
66.79,1,1,0,5,17,241.8,Yes
21.47,6,0,1,4,104,170.4,No
126.39,24,3,2,2,59,271.8,No
78.8,24,3,2,5,8,36.3,No
90.54,1,2,0,4,48,450.7,No
130.11,12,1,0,4,96,339.8,No
54.06,6,2,2,2,3,406.0,No
62.48,24,1,0,2,6,271.2,No
32.57,6,1,1,5,118,359.2,No
108.63,6,1,0,1,119,432.8,No
47.69,24,1,1,1,32,375.6,No
130.92,12,0,0,5,26,165.5,No
99.34,1,3,2,5,79,440.3,No
138.48,12,2,2,1,49,453.6,No
27.93,12,1,2,2,41,40.4,No
148.92,12,2,1,2,97,377.1,Yes
71.71,12,1,1,1,61,295.0,No
90.94,12,1,1,3,100,201.9,Yes
103.69,24,1,0,1,3,124.3,No
83.09,12,1,0,2,20,365.0,No
88.63,12,0,0,1,19,82.6,No
74.23,12,2,1,4,77,379.6,Yes
44.29,1,1,0,5,102,43.4,No
146.03,6,1,1,1,53,204.6,Yes
124.14,12,1,1,4,40,97.9,No
97.73,6,0,0,5,16,245.9,No
27.36,12,2,0,1,11,454.9,No
136.31,12,3,3,4,3,288.7,No
30.06,12,0,1,3,53,282.0,Yes
121.68,12,0,0,3,78,60.0,Yes
27.65,12,3,3,1,20,252.9,No
118.96,12,1,2,2,59,483.7,No
129.79,1,1,2,2,2,331.1,No
78.47,6,1,1,5,1,359.6,No
92.1,12,2,0,3,78,175.9,No
128.89,1,1,1,5,80,159.2,No
146.19,6,2,1,5,64,39.6,No
22.31,6,2,1,1,27,143.1,Yes
36.87,24,3,0,1,40,237.5,No
132.34,1,3,0,5,89,32.2,No
108.21,6,3,0,2,48,484.2,Yes
55.41,6,2,3,2,54,461.4,Yes
77.87,6,2,0,4,102,446.2,No
34.45,6,2,0,4,66,108.1,No
23.73,6,3,0,1,95,384.7,No
115.16,1,3,0,3,39,2.1,No
114.13,6,1,0,1,86,310.2,Yes
110.26,6,2,0,2,92,388.0,No
134.98,12,2,2,5,115,365.3,Yes
57.26,24,3,0,5,21,322.4,Yes
75.07,12,3,1,2,79,155.0,No
52.58,12,2,0,4,24,322.0,No
101.29,1,1,2,4,98,211.1,No
102.81,12,2,1,1,12,275.3,No
73.01,6,2,1,5,82,132.3,No
141.57,1,3,0,4,106,247.9,Yes
83.51,24,1,0,2,18,255.4,No
139.29,6,0,1,2,40,306.6,No
114.96,24,1,1,1,10,202.5,No
142.02,12,2,3,1,76,470.0,No
118.5,12,1,5,1,68,418.7,No
49.21,24,3,0,4,56,415.1,Yes
109.66,1,2,1,5,65,499.0,Yes
51.0,6,4,1,2,23,62.7,No
57.78,12,0,0,1,24,484.0,Yes
48.79,6,0,0,2,49,242.9,No
84.53,12,1,0,2,73,242.8,No
76.42,6,0,0,4,39,417.9,Yes
137.93,6,1,0,2,57,297.1,Yes
97.11,1,2,0,4,50,349.8,No
66.77,12,2,1,3,11,41.8,Yes
101.04,6,1,3,2,15,209.1,No
64.4,1,2,0,3,65,120.4,No
128.72,12,0,0,1,67,308.1,No
31.58,24,3,2,2,97,323.9,No
48.43,24,4,2,3,79,205.5,Yes
32.23,6,2,0,2,30,126.3,No
132.73,6,1,0,5,71,332.5,No
55.37,1,2,1,1,56,346.8,Yes
149.31,6,2,1,3,86,65.3,Yes
39.75,12,2,1,1,15,460.2,Yes
62.14,6,4,1,2,95,396.9,No
136.13,6,4,0,3,29,308.5,No
102.6,12,1,0,1,78,481.9,No
84.32,6,3,0,3,20,29.5,No
41.3,12,1,1,1,1,8.6,No
122.82,12,0,0,5,59,2.4,Yes
63.29,1,1,0,5,111,261.6,No
117.9,6,2,0,4,42,164.7,No
95.76,24,5,3,2,49,294.8,No
100.17,1,2,1,5,77,37.3,No
62.29,1,0,6,4,102,1.2,Yes
29.76,12,0,3,2,109,255.0,No
97.39,12,2,0,4,79,322.0,No
116.65,6,1,1,4,105,30.6,No
94.89,24,2,1,5,36,146.4,No
98.15,12,1,0,5,58,277.2,No
110.66,12,2,1,1,90,308.8,No
25.82,24,0,0,2,108,455.4,No
49.08,1,1,3,3,61,274.1,No
99.8,12,0,1,4,118,133.6,No
37.63,1,2,0,3,51,61.3,No
55.14,6,0,0,2,52,473.4,Yes
25.85,12,0,2,2,20,307.9,No
47.99,12,3,1,5,13,349.7,No
21.51,1,2,0,1,13,480.2,No
126.38,12,0,0,2,81,128.8,No
96.41,12,2,2,4,44,189.2,No
91.07,1,3,1,2,103,1.3,Yes
20.73,12,0,0,5,20,252.8,No
130.52,12,2,3,1,87,357.2,No
20.01,6,3,1,4,112,222.6,No
122.35,6,0,0,5,93,330.4,No
48.46,12,1,2,2,33,452.9,No
126.63,24,2,0,5,66,176.7,Yes
36.79,1,1,0,2,13,229.8,No
91.15,1,0,1,2,11,456.8,Yes
23.83,24,0,1,2,3,450.1,No
92.1,24,3,1,5,36,323.2,No
37.29,6,0,2,1,94,1.8,No
124.79,12,0,0,5,41,40.2,No
50.71,1,2,1,3,25,479.6,Yes
35.07,6,1,1,4,109,47.4,No
23.95,12,2,0,1,103,309.1,No
94.64,6,1,1,3,5,231.5,No
106.06,24,1,0,3,49,123.2,No
136.33,6,0,1,2,117,114.0,No
28.03,6,2,2,4,93,226.3,No
70.95,24,3,1,1,74,480.4,No
41.2,24,1,1,2,55,161.4,No
85.29,6,5,1,1,17,231.9,Yes
50.99,6,0,2,1,100,148.0,No
73.43,6,2,0,2,17,203.7,No
67.92,6,2,1,3,34,455.0,No
109.7,6,2,2,4,1,176.5,No
116.45,6,3,2,3,96,374.1,No
75.21,1,1,1,3,56,488.3,No
51.72,6,2,0,5,54,426.7,No
123.31,12,3,0,3,102,104.0,No
130.23,1,1,1,4,95,485.8,No
90.2,24,1,2,2,107,303.3,No
52.44,12,0,0,2,4,344.4,Yes
121.91,6,1,3,5,43,417.3,Yes
66.28,6,1,1,5,70,419.4,No
139.43,6,2,1,5,88,91.3,No
54.67,6,1,1,3,72,413.7,No
142.23,1,2,1,3,55,12.5,No
75.63,6,2,1,3,52,228.8,No
117.93,6,1,0,4,61,323.2,Yes
47.16,6,1,1,2,22,165.6,No
101.22,24,3,0,3,80,287.3,Yes
95.69,6,2,3,2,104,404.4,Yes
74.64,6,1,2,1,68,244.8,No
115.61,1,0,1,1,113,400.6,Yes
126.34,1,1,1,4,62,39.9,No
114.55,6,2,0,4,81,275.7,No
125.7,12,1,0,5,94,22.0,No
116.87,12,0,0,4,119,269.3,No
39.45,24,3,4,3,58,183.4,Yes
120.41,24,4,1,1,104,114.0,No
44.79,1,1,0,2,5,291.0,No
32.9,24,2,1,4,57,140.7,No
137.21,1,2,1,5,57,148.9,No
97.77,6,1,0,2,30,378.4,No
42.94,12,1,0,4,88,473.0,No
102.71,24,2,1,5,85,50.4,No
63.27,12,0,0,2,40,496.7,No
38.4,24,1,2,5,14,3.0,No
123.93,24,1,2,4,69,424.9,Yes
34.3,24,3,1,5,88,360.9,Yes
145.12,6,0,3,4,69,191.6,Yes
120.35,6,2,0,3,25,275.0,No
112.59,6,1,1,2,22,52.3,No
51.09,24,1,2,4,6,428.9,No
118.75,12,1,2,5,31,25.1,No
22.93,6,0,0,3,52,86.8,No
92.0,6,0,1,1,52,34.2,No
60.4,6,3,2,4,15,144.1,Yes
128.2,12,2,0,1,8,433.7,Yes
118.97,1,0,1,4,27,255.4,No
83.42,1,4,1,2,33,282.1,No
81.41,24,2,1,5,70,443.5,No
29.51,1,2,1,5,67,327.0,No
50.51,24,1,0,3,103,18.7,Yes
111.94,6,1,2,3,86,79.1,No
28.53,24,0,1,5,25,400.5,Yes
122.34,1,3,1,5,100,146.7,Yes
147.34,1,1,1,3,117,2.1,Yes
30.28,24,0,2,1,16,139.4,No
79.53,6,0,1,5,97,60.5,No
95.27,1,1,0,5,30,259.4,No
125.68,24,3,0,4,78,263.3,No
39.51,12,2,1,4,118,238.3,No
66.82,1,2,3,3,88,442.1,No
128.63,1,1,3,3,5,175.4,No
87.36,12,2,0,2,21,268.6,No
41.25,24,3,1,4,91,482.6,No
133.02,6,2,0,1,71,289.0,Yes
141.7,24,1,2,3,96,207.1,No
116.16,6,1,0,3,24,213.5,No
146.58,24,0,0,4,40,111.8,No
140.45,6,2,1,5,42,92.1,Yes
35.78,12,1,1,2,97,107.0,No
73.2,1,2,2,4,63,317.5,No
97.6,12,2,0,3,57,480.9,No
115.21,12,0,1,1,55,355.9,Yes
89.56,6,2,0,2,97,396.2,No
104.4,1,1,2,3,37,179.3,Yes
35.18,24,1,1,2,56,306.6,No
72.82,6,1,3,2,57,218.2,No
20.89,12,2,0,5,98,407.5,No
104.74,6,1,2,4,6,314.4,No
41.38,6,5,2,3,27,490.8,No
72.52,1,2,1,5,78,426.5,No
84.82,6,2,0,3,9,289.5,No
106.63,24,2,0,1,23,99.9,No
119.22,24,3,3,5,69,126.1,No
112.96,12,2,1,5,58,206.0,No
93.82,24,2,1,1,43,269.6,No
88.74,12,2,1,3,56,273.7,No
131.4,1,2,0,3,115,451.1,Yes
132.68,24,3,1,3,44,42.8,No
28.04,24,0,1,2,87,442.4,No
55.12,6,2,0,2,28,170.0,Yes
139.82,12,0,2,2,25,154.7,No
97.04,12,0,1,5,23,85.5,No
37.51,12,1,0,3,82,222.2,No
29.25,12,1,1,5,21,325.6,No
32.28,12,4,0,5,9,293.3,No
120.08,24,1,0,1,1,150.1,Yes
48.86,1,0,1,1,101,483.1,Yes
51.58,12,1,1,3,28,229.5,No
36.98,1,4,1,1,112,423.9,Yes
